sample_id,relative_path,signer,source_split,split,sign_id,label_ar,label_en,frames,fps,width,height,face_rate,pose_rate,left_hand_rate,right_hand_rate,shard,shard_row
karsl_01_train_0001_01_01_0001_10_11_16_16_21_14_c_mp4,01/train/0001/01_01_0001_(10_11_16_16_21_14)_c.mp4,01,train,train,0001,0,0,25,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00000.npz,14
karsl_01_train_0001_01_01_0001_10_11_16_16_21_16_c_mp4,01/train/0001/01_01_0001_(10_11_16_16_21_16)_c.mp4,01,train,train,0001,0,0,18,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00000.npz,15
karsl_01_train_0001_01_01_0001_10_11_16_16_21_25_c_mp4,01/train/0001/01_01_0001_(10_11_16_16_21_25)_c.mp4,01,train,train,0001,0,0,19,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00000.npz,16
karsl_01_train_0001_01_01_0001_10_11_16_16_21_27_c_mp4,01/train/0001/01_01_0001_(10_11_16_16_21_27)_c.mp4,01,train,train,0001,0,0,18,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00000.npz,17
karsl_01_train_0001_01_01_0001_10_11_16_16_21_28_c_mp4,01/train/0001/01_01_0001_(10_11_16_16_21_28)_c.mp4,01,train,train,0001,0,0,15,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00000.npz,18
karsl_01_train_0001_01_01_0001_10_11_16_16_21_30_c_mp4,01/train/0001/01_01_0001_(10_11_16_16_21_30)_c.mp4,01,train,train,0001,0,0,20,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00000.npz,19
karsl_01_train_0001_01_01_0001_10_11_16_16_21_32_c_mp4,01/train/0001/01_01_0001_(10_11_16_16_21_32)_c.mp4,01,train,train,0001,0,0,18,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,0
karsl_01_train_0001_01_01_0001_10_11_16_16_21_34_c_mp4,01/train/0001/01_01_0001_(10_11_16_16_21_34)_c.mp4,01,train,train,0001,0,0,19,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,1
karsl_01_train_0001_01_01_0001_10_11_16_16_21_36_c_mp4,01/train/0001/01_01_0001_(10_11_16_16_21_36)_c.mp4,01,train,train,0001,0,0,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,2
karsl_01_train_0001_01_01_0001_10_11_16_16_21_38_c_mp4,01/train/0001/01_01_0001_(10_11_16_16_21_38)_c.mp4,01,train,train,0001,0,0,17,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,3
karsl_01_train_0001_01_01_0001_17_11_16_16_27_44_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_27_44)_c.mp4,01,train,train,0001,0,0,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,4
karsl_01_train_0001_01_01_0001_17_11_16_16_27_48_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_27_48)_c.mp4,01,train,train,0001,0,0,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,5
karsl_01_train_0001_01_01_0001_17_11_16_16_27_50_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_27_50)_c.mp4,01,train,train,0001,0,0,19,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,6
karsl_01_train_0001_01_01_0001_17_11_16_16_27_51_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_27_51)_c.mp4,01,train,train,0001,0,0,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,7
karsl_01_train_0001_01_01_0001_17_11_16_16_27_53_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_27_53)_c.mp4,01,train,train,0001,0,0,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,8
karsl_01_train_0001_01_01_0001_17_11_16_16_27_55_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_27_55)_c.mp4,01,train,train,0001,0,0,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,9
karsl_01_train_0001_01_01_0001_17_11_16_16_27_57_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_27_57)_c.mp4,01,train,train,0001,0,0,20,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,10
karsl_01_train_0001_01_01_0001_17_11_16_16_27_59_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_27_59)_c.mp4,01,train,train,0001,0,0,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,11
karsl_01_train_0001_01_01_0001_17_11_16_16_28_01_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_28_01)_c.mp4,01,train,train,0001,0,0,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,12
karsl_01_train_0001_01_01_0001_17_11_16_16_28_11_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_28_11)_c.mp4,01,train,train,0001,0,0,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,13
karsl_01_train_0001_01_01_0001_17_11_16_16_28_15_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_28_15)_c.mp4,01,train,train,0001,0,0,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,14
karsl_01_train_0001_01_01_0001_17_11_16_16_28_17_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_28_17)_c.mp4,01,train,train,0001,0,0,25,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,15
karsl_01_train_0001_01_01_0001_17_11_16_16_28_28_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_28_28)_c.mp4,01,train,train,0001,0,0,20,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,16
karsl_01_train_0001_01_01_0001_17_11_16_16_28_30_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_28_30)_c.mp4,01,train,train,0001,0,0,19,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,17
karsl_01_train_0002_01_01_0002_10_11_16_16_25_02_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_02)_c.mp4,01,train,train,0002,1,1,15,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,18
karsl_01_train_0002_01_01_0002_10_11_16_16_25_05_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_05)_c.mp4,01,train,train,0002,1,1,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,19
karsl_01_train_0001_01_01_0001_17_11_16_16_28_19_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_28_19)_c.mp4,01,train,train,0001,0,0,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,20
karsl_01_train_0001_01_01_0001_17_11_16_16_28_21_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_28_21)_c.mp4,01,train,train,0001,0,0,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,21
karsl_01_train_0001_01_01_0001_17_11_16_16_28_23_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_28_23)_c.mp4,01,train,train,0001,0,0,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,22
karsl_01_train_0001_01_01_0001_17_11_16_16_28_26_c_mp4,01/train/0001/01_01_0001_(17_11_16_16_28_26)_c.mp4,01,train,train,0001,0,0,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,23
karsl_01_train_0002_01_01_0002_10_11_16_16_25_07_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_07)_c.mp4,01,train,train,0002,1,1,18,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,24
karsl_01_train_0002_01_01_0002_10_11_16_16_25_09_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_09)_c.mp4,01,train,train,0002,1,1,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,25
karsl_01_train_0002_01_01_0002_10_11_16_16_25_11_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_11)_c.mp4,01,train,train,0002,1,1,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,26
karsl_01_train_0002_01_01_0002_10_11_16_16_25_13_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_13)_c.mp4,01,train,train,0002,1,1,30,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,27
karsl_01_train_0002_01_01_0002_10_11_16_16_25_18_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_18)_c.mp4,01,train,train,0002,1,1,28,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,28
karsl_01_train_0002_01_01_0002_10_11_16_16_25_21_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_21)_c.mp4,01,train,train,0002,1,1,24,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,29
karsl_01_train_0002_01_01_0002_10_11_16_16_25_23_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_23)_c.mp4,01,train,train,0002,1,1,25,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,30
karsl_01_train_0002_01_01_0002_10_11_16_16_25_25_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_25)_c.mp4,01,train,train,0002,1,1,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,31
karsl_01_train_0002_01_01_0002_10_11_16_16_25_31_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_31)_c.mp4,01,train,train,0002,1,1,25,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,32
karsl_01_train_0002_01_01_0002_10_11_16_16_25_32_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_32)_c.mp4,01,train,train,0002,1,1,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,33
karsl_01_train_0002_01_01_0002_10_11_16_16_25_34_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_34)_c.mp4,01,train,train,0002,1,1,16,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,34
karsl_01_train_0002_01_01_0002_10_11_16_16_25_36_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_36)_c.mp4,01,train,train,0002,1,1,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,35
karsl_01_train_0002_01_01_0002_10_11_16_16_25_38_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_38)_c.mp4,01,train,train,0002,1,1,24,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,36
karsl_01_train_0002_01_01_0002_10_11_16_16_25_39_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_39)_c.mp4,01,train,train,0002,1,1,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,37
karsl_01_train_0002_01_01_0002_10_11_16_16_25_42_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_42)_c.mp4,01,train,train,0002,1,1,29,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,38
karsl_01_train_0002_01_01_0002_10_11_16_16_25_44_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_44)_c.mp4,01,train,train,0002,1,1,27,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,39
karsl_01_train_0002_01_01_0002_10_11_16_16_25_48_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_48)_c.mp4,01,train,train,0002,1,1,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,40
karsl_01_train_0002_01_01_0002_10_11_16_16_25_50_c_mp4,01/train/0002/01_01_0002_(10_11_16_16_25_50)_c.mp4,01,train,train,0002,1,1,24,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,41
karsl_01_train_0002_01_01_0002_17_11_16_16_29_23_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_23)_c.mp4,01,train,train,0002,1,1,20,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,42
karsl_01_train_0002_01_01_0002_17_11_16_16_29_25_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_25)_c.mp4,01,train,train,0002,1,1,19,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,43
karsl_01_train_0002_01_01_0002_17_11_16_16_29_27_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_27)_c.mp4,01,train,train,0002,1,1,19,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,44
karsl_01_train_0002_01_01_0002_17_11_16_16_29_29_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_29)_c.mp4,01,train,train,0002,1,1,20,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,45
karsl_01_train_0002_01_01_0002_17_11_16_16_29_31_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_31)_c.mp4,01,train,train,0002,1,1,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,46
karsl_01_train_0002_01_01_0002_17_11_16_16_29_32_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_32)_c.mp4,01,train,train,0002,1,1,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,47
karsl_01_train_0002_01_01_0002_17_11_16_16_29_34_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_34)_c.mp4,01,train,train,0002,1,1,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,48
karsl_01_train_0002_01_01_0002_17_11_16_16_29_36_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_36)_c.mp4,01,train,train,0002,1,1,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,49
karsl_01_train_0002_01_01_0002_17_11_16_16_29_38_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_38)_c.mp4,01,train,train,0002,1,1,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,50
karsl_01_train_0002_01_01_0002_17_11_16_16_29_40_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_40)_c.mp4,01,train,train,0002,1,1,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,51
karsl_01_train_0002_01_01_0002_17_11_16_16_29_49_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_49)_c.mp4,01,train,train,0002,1,1,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,52
karsl_01_train_0002_01_01_0002_17_11_16_16_29_51_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_51)_c.mp4,01,train,train,0002,1,1,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,53
karsl_01_train_0002_01_01_0002_17_11_16_16_29_52_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_52)_c.mp4,01,train,train,0002,1,1,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,54
karsl_01_train_0002_01_01_0002_17_11_16_16_29_54_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_54)_c.mp4,01,train,train,0002,1,1,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,55
karsl_01_train_0002_01_01_0002_17_11_16_16_29_56_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_56)_c.mp4,01,train,train,0002,1,1,24,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,56
karsl_01_train_0002_01_01_0002_17_11_16_16_29_58_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_29_58)_c.mp4,01,train,train,0002,1,1,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,57
karsl_01_train_0002_01_01_0002_17_11_16_16_30_03_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_30_03)_c.mp4,01,train,train,0002,1,1,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,58
karsl_01_train_0002_01_01_0002_17_11_16_16_30_05_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_30_05)_c.mp4,01,train,train,0002,1,1,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,59
karsl_01_train_0002_01_01_0002_17_11_16_16_30_07_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_30_07)_c.mp4,01,train,train,0002,1,1,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,60
karsl_01_train_0002_01_01_0002_17_11_16_16_30_12_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_30_12)_c.mp4,01,train,train,0002,1,1,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,61
karsl_01_train_0002_01_01_0002_17_11_16_16_30_14_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_30_14)_c.mp4,01,train,train,0002,1,1,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,62
karsl_01_train_0002_01_01_0002_17_11_16_16_30_16_c_mp4,01/train/0002/01_01_0002_(17_11_16_16_30_16)_c.mp4,01,train,train,0002,1,1,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,63
karsl_01_train_0003_01_01_0003_10_11_16_16_28_10_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_10)_c.mp4,01,train,train,0003,2,2,19,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,64
karsl_01_train_0003_01_01_0003_10_11_16_16_28_12_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_12)_c.mp4,01,train,train,0003,2,2,17,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,65
karsl_01_train_0003_01_01_0003_10_11_16_16_28_13_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_13)_c.mp4,01,train,train,0003,2,2,20,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,66
karsl_01_train_0003_01_01_0003_10_11_16_16_28_18_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_18)_c.mp4,01,train,train,0003,2,2,18,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,67
karsl_01_train_0003_01_01_0003_10_11_16_16_28_22_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_22)_c.mp4,01,train,train,0003,2,2,18,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,68
karsl_01_train_0003_01_01_0003_10_11_16_16_28_25_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_25)_c.mp4,01,train,train,0003,2,2,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,69
karsl_01_train_0003_01_01_0003_10_11_16_16_28_26_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_26)_c.mp4,01,train,train,0003,2,2,18,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,70
karsl_01_train_0003_01_01_0003_10_11_16_16_28_28_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_28)_c.mp4,01,train,train,0003,2,2,19,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,71
karsl_01_train_0003_01_01_0003_10_11_16_16_28_30_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_30)_c.mp4,01,train,train,0003,2,2,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,72
karsl_01_train_0003_01_01_0003_10_11_16_16_28_32_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_32)_c.mp4,01,train,train,0003,2,2,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,73
karsl_01_train_0003_01_01_0003_10_11_16_16_28_33_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_33)_c.mp4,01,train,train,0003,2,2,23,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,74
karsl_01_train_0003_01_01_0003_10_11_16_16_28_35_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_35)_c.mp4,01,train,train,0003,2,2,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,75
karsl_01_train_0003_01_01_0003_10_11_16_16_28_37_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_37)_c.mp4,01,train,train,0003,2,2,24,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,76
karsl_01_train_0003_01_01_0003_10_11_16_16_28_40_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_40)_c.mp4,01,train,train,0003,2,2,19,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,77
karsl_01_train_0003_01_01_0003_10_11_16_16_28_42_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_42)_c.mp4,01,train,train,0003,2,2,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,78
karsl_01_train_0003_01_01_0003_10_11_16_16_28_44_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_44)_c.mp4,01,train,train,0003,2,2,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,79
karsl_01_train_0003_01_01_0003_10_11_16_16_28_46_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_46)_c.mp4,01,train,train,0003,2,2,19,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,80
karsl_01_train_0003_01_01_0003_10_11_16_16_28_47_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_47)_c.mp4,01,train,train,0003,2,2,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,81
karsl_01_train_0003_01_01_0003_10_11_16_16_28_49_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_49)_c.mp4,01,train,train,0003,2,2,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,82
karsl_01_train_0003_01_01_0003_10_11_16_16_28_51_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_51)_c.mp4,01,train,train,0003,2,2,20,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,83
karsl_01_train_0003_01_01_0003_10_11_16_16_28_52_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_52)_c.mp4,01,train,train,0003,2,2,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,84
karsl_01_train_0003_01_01_0003_10_11_16_16_28_54_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_54)_c.mp4,01,train,train,0003,2,2,19,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,85
karsl_01_train_0003_01_01_0003_10_11_16_16_28_56_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_56)_c.mp4,01,train,train,0003,2,2,18,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,86
karsl_01_train_0003_01_01_0003_10_11_16_16_28_57_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_57)_c.mp4,01,train,train,0003,2,2,19,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,87
karsl_01_train_0003_01_01_0003_10_11_16_16_28_59_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_28_59)_c.mp4,01,train,train,0003,2,2,21,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,88
karsl_01_train_0003_01_01_0003_10_11_16_16_29_01_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_29_01)_c.mp4,01,train,train,0003,2,2,20,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,89
karsl_01_train_0003_01_01_0003_10_11_16_16_29_03_c_mp4,01/train/0003/01_01_0003_(10_11_16_16_29_03)_c.mp4,01,train,train,0003,2,2,20,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,90
karsl_01_train_0003_01_01_0003_17_11_16_16_30_51_c_mp4,01/train/0003/01_01_0003_(17_11_16_16_30_51)_c.mp4,01,train,train,0003,2,2,22,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,91
karsl_01_train_0003_01_01_0003_17_11_16_16_30_56_c_mp4,01/train/0003/01_01_0003_(17_11_16_16_30_56)_c.mp4,01,train,train,0003,2,2,20,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00001.npz,92
