sample_id,relative_path,signer,source_split,split,sign_id,label_ar,label_en,frames,fps,width,height,face_rate,pose_rate,left_hand_rate,right_hand_rate,shard,shard_row,best_hand_rate
karsl_01_test_0031_01_01_0031_17_11_16_17_27_36_c_mp4,01/test/0031/01_01_0031_(17_11_16_17_27_36)_c.mp4,1,test,validation,31,10000000,10000000,19,30.0,1920,1080,1.0,1.0,0.2105263173580169,0.0526315793395042,shard_00086.npz,64,0.2105263173580169
karsl_01_test_0031_01_01_0031_17_11_16_17_27_48_c_mp4,01/test/0031/01_01_0031_(17_11_16_17_27_48)_c.mp4,1,test,validation,31,10000000,10000000,19,30.0,1920,1080,1.0,1.0,0.0,0.0,shard_00086.npz,65,0.0
karsl_01_test_0031_01_01_0031_17_11_16_17_27_53_c_mp4,01/test/0031/01_01_0031_(17_11_16_17_27_53)_c.mp4,1,test,validation,31,10000000,10000000,22,30.0,1920,1080,1.0,1.0,0.1363636404275894,0.0,shard_00086.npz,70,0.1363636404275894
karsl_01_test_0031_01_01_0031_17_11_16_17_27_56_c_mp4,01/test/0031/01_01_0031_(17_11_16_17_27_56)_c.mp4,1,test,validation,31,10000000,10000000,25,30.0,1920,1080,1.0,1.0,0.0,0.0,shard_00086.npz,71,0.0
karsl_01_test_0081_03_01_0081_01_12_16_16_22_34_c_mp4,01/test/0081/03_01_0081_(01_12_16_16_22_34)_c.mp4,1,test,validation,81,بلعوم,pharynx,38,30.0,1920,1080,1.0,1.0,0.4473684132099151,0.0,shard_00087.npz,215,0.4473684132099151
karsl_01_test_0081_03_01_0081_01_12_16_16_23_40_c_mp4,01/test/0081/03_01_0081_(01_12_16_16_23_40)_c.mp4,1,test,validation,81,بلعوم,pharynx,41,30.0,1920,1080,1.0,1.0,0.4146341383457184,0.0,shard_00087.npz,216,0.4146341383457184
karsl_01_test_0081_03_01_0081_01_12_16_16_23_53_c_mp4,01/test/0081/03_01_0081_(01_12_16_16_23_53)_c.mp4,1,test,validation,81,بلعوم,pharynx,38,30.0,1920,1080,1.0,1.0,0.3684210479259491,0.0,shard_00087.npz,217,0.3684210479259491
karsl_01_test_0081_03_01_0081_01_12_16_16_23_57_c_mp4,01/test/0081/03_01_0081_(01_12_16_16_23_57)_c.mp4,1,test,validation,81,بلعوم,pharynx,38,30.0,1920,1080,1.0,1.0,0.3421052694320678,0.0,shard_00087.npz,218,0.3421052694320678
karsl_01_test_0081_03_01_0081_01_12_16_16_24_19_c_mp4,01/test/0081/03_01_0081_(01_12_16_16_24_19)_c.mp4,1,test,validation,81,بلعوم,pharynx,45,30.0,1920,1080,1.0,1.0,0.3555555641651153,0.0,shard_00087.npz,219,0.3555555641651153
karsl_01_test_0105_03_01_0105_24_11_16_18_21_33_c_mp4,01/test/0105/03_01_0105_(24_11_16_18_21_33)_c.mp4,1,test,validation,105,سماعة أذن,stethoscope,19,30.0,1920,1080,0.0,1.0,0.1052631586790084,0.0,shard_00088.npz,156,0.1052631586790084
karsl_01_test_0182_03_01_0182_13_09_17_14_18_20_c_mp4,01/test/0182/03_01_0182_(13_09_17_14_18_20)_c.mp4,1,test,validation,182,يساعد,help,40,30.0,1920,1080,1.0,1.0,0.1000000014901161,0.2249999940395355,shard_00091.npz,29,0.2249999940395355
karsl_01_test_0406_03_01_0406_15_08_18_23_11_17_c_mp4,01/test/0406/03_01_0406_(15_08_18_23_11_17)_c.mp4,1,test,validation,406,منى,Mona,42,30.0,1920,1080,1.0,1.0,0.4761904776096344,0.4523809552192688,shard_00098.npz,69,0.4761904776096344
karsl_02_train_0081_03_02_0081_12_12_16_16_21_20_c_mp4,02/train/0081/03_02_0081_(12_12_16_16_21_20)_c.mp4,2,train,train,81,بلعوم,pharynx,45,30.0,1920,1080,1.0,1.0,0.4666666686534881,0.0,shard_00114.npz,211,0.4666666686534881
karsl_02_train_0081_03_02_0081_12_12_16_16_21_24_c_mp4,02/train/0081/03_02_0081_(12_12_16_16_21_24)_c.mp4,2,train,train,81,بلعوم,pharynx,48,30.0,1920,1080,1.0,1.0,0.4166666567325592,0.0,shard_00114.npz,212,0.4166666567325592
karsl_02_train_0081_03_02_0081_12_12_16_16_21_32_c_mp4,02/train/0081/03_02_0081_(12_12_16_16_21_32)_c.mp4,2,train,train,81,بلعوم,pharynx,44,30.0,1920,1080,1.0,1.0,0.409090906381607,0.0,shard_00114.npz,214,0.409090906381607
karsl_02_train_0081_03_02_0081_12_12_16_16_21_36_c_mp4,02/train/0081/03_02_0081_(12_12_16_16_21_36)_c.mp4,2,train,train,81,بلعوم,pharynx,47,30.0,1920,1080,1.0,1.0,0.3617021143436432,0.0,shard_00114.npz,215,0.3617021143436432
karsl_02_train_0081_03_02_0081_12_12_16_16_21_43_c_mp4,02/train/0081/03_02_0081_(12_12_16_16_21_43)_c.mp4,2,train,train,81,بلعوم,pharynx,49,30.0,1920,1080,1.0,1.0,0.4081632792949676,0.0,shard_00114.npz,217,0.4081632792949676
karsl_02_train_0081_03_02_0081_12_12_16_16_21_47_c_mp4,02/train/0081/03_02_0081_(12_12_16_16_21_47)_c.mp4,2,train,train,81,بلعوم,pharynx,49,30.0,1920,1080,1.0,1.0,0.3265306055545807,0.0,shard_00114.npz,218,0.3265306055545807
karsl_02_train_0081_03_02_0081_12_12_16_16_21_51_c_mp4,02/train/0081/03_02_0081_(12_12_16_16_21_51)_c.mp4,2,train,train,81,بلعوم,pharynx,52,30.0,1920,1080,1.0,1.0,0.3461538553237915,0.0,shard_00114.npz,219,0.3461538553237915
karsl_02_train_0081_03_02_0081_21_11_16_15_57_04_c_mp4,02/train/0081/03_02_0081_(21_11_16_15_57_04)_c.mp4,2,train,train,81,بلعوم,pharynx,30,30.0,1920,1080,1.0,1.0,0.3333333432674408,0.0,shard_00114.npz,238,0.3333333432674408
karsl_02_train_0081_03_02_0081_21_11_16_15_57_07_c_mp4,02/train/0081/03_02_0081_(21_11_16_15_57_07)_c.mp4,2,train,train,81,بلعوم,pharynx,34,30.0,1920,1080,1.0,1.0,0.4117647111415863,0.0,shard_00114.npz,239,0.4117647111415863
karsl_02_train_0081_03_02_0081_21_11_16_15_57_14_c_mp4,02/train/0081/03_02_0081_(21_11_16_15_57_14)_c.mp4,2,train,train,81,بلعوم,pharynx,29,30.0,1920,1080,1.0,1.0,0.4137931168079376,0.0,shard_00114.npz,240,0.4137931168079376
karsl_02_train_0081_03_02_0081_21_11_16_15_57_16_c_mp4,02/train/0081/03_02_0081_(21_11_16_15_57_16)_c.mp4,2,train,train,81,بلعوم,pharynx,29,30.0,1920,1080,1.0,1.0,0.4482758641242981,0.0,shard_00114.npz,241,0.4482758641242981
karsl_02_train_0081_03_02_0081_21_11_16_15_57_19_c_mp4,02/train/0081/03_02_0081_(21_11_16_15_57_19)_c.mp4,2,train,train,81,بلعوم,pharynx,33,30.0,1920,1080,1.0,1.0,0.4545454680919647,0.0,shard_00114.npz,242,0.4545454680919647
karsl_02_train_0081_03_02_0081_21_11_16_15_57_23_c_mp4,02/train/0081/03_02_0081_(21_11_16_15_57_23)_c.mp4,2,train,train,81,بلعوم,pharynx,30,30.0,1920,1080,1.0,1.0,0.3333333432674408,0.0,shard_00114.npz,243,0.3333333432674408
karsl_02_train_0081_03_02_0081_21_11_16_15_57_25_c_mp4,02/train/0081/03_02_0081_(21_11_16_15_57_25)_c.mp4,2,train,train,81,بلعوم,pharynx,32,30.0,1920,1080,1.0,1.0,0.4375,0.0,shard_00114.npz,244,0.4375
karsl_02_train_0081_03_02_0081_21_11_16_15_57_32_c_mp4,02/train/0081/03_02_0081_(21_11_16_15_57_32)_c.mp4,2,train,train,81,بلعوم,pharynx,32,30.0,1920,1080,1.0,1.0,0.40625,0.0,shard_00114.npz,245,0.40625
karsl_02_train_0081_03_02_0081_21_11_16_15_57_35_c_mp4,02/train/0081/03_02_0081_(21_11_16_15_57_35)_c.mp4,2,train,train,81,بلعوم,pharynx,29,30.0,1920,1080,1.0,1.0,0.3448275923728943,0.0,shard_00114.npz,246,0.3448275923728943
karsl_02_train_0081_03_02_0081_21_11_16_15_57_44_c_mp4,02/train/0081/03_02_0081_(21_11_16_15_57_44)_c.mp4,2,train,train,81,بلعوم,pharynx,32,30.0,1920,1080,1.0,1.0,0.34375,0.0,shard_00114.npz,247,0.34375
karsl_02_train_0081_03_02_0081_21_11_16_15_57_50_c_mp4,02/train/0081/03_02_0081_(21_11_16_15_57_50)_c.mp4,2,train,train,81,بلعوم,pharynx,25,30.0,1920,1080,1.0,1.0,0.4000000059604645,0.0,shard_00114.npz,248,0.4000000059604645
karsl_02_train_0104_03_02_0104_28_11_16_16_30_53_c_mp4,02/train/0104/03_02_0104_(28_11_16_16_30_53)_c.mp4,2,train,train,104,ميزان حرارة,thermometer,26,30.0,1920,1080,0.0,1.0,0.1923076957464218,0.0,shard_00118.npz,225,0.1923076957464218
karsl_02_train_0105_03_02_0105_28_11_16_16_32_28_c_mp4,02/train/0105/03_02_0105_(28_11_16_16_32_28)_c.mp4,2,train,train,105,سماعة أذن,stethoscope,22,30.0,1920,1080,0.0,1.0,0.409090906381607,0.0,shard_00119.npz,16,0.409090906381607
karsl_02_train_0105_03_02_0105_28_11_16_16_32_38_c_mp4,02/train/0105/03_02_0105_(28_11_16_16_32_38)_c.mp4,2,train,train,105,سماعة أذن,stethoscope,24,30.0,1920,1080,0.0,1.0,0.25,0.0,shard_00119.npz,20,0.25
karsl_02_train_0105_03_02_0105_28_11_16_16_32_40_c_mp4,02/train/0105/03_02_0105_(28_11_16_16_32_40)_c.mp4,2,train,train,105,سماعة أذن,stethoscope,23,30.0,1920,1080,0.0,1.0,0.4347825944423675,0.0,shard_00119.npz,21,0.4347825944423675
karsl_02_train_0151_03_02_0151_18_04_17_19_31_36_c_mp4,02/train/0151/03_02_0151_(18_04_17_19_31_36)_c.mp4,2,train,train,151,إعاقة,hindrance,32,30.0,1920,1080,1.0,1.0,0.21875,0.375,shard_00126.npz,223,0.375
karsl_02_train_0151_03_02_0151_18_04_17_19_31_42_c_mp4,02/train/0151/03_02_0151_(18_04_17_19_31_42)_c.mp4,2,train,train,151,إعاقة,hindrance,32,30.0,1920,1080,1.0,1.0,0.25,0.25,shard_00126.npz,225,0.25
karsl_02_train_0151_03_02_0151_18_04_17_19_31_45_c_mp4,02/train/0151/03_02_0151_(18_04_17_19_31_45)_c.mp4,2,train,train,151,إعاقة,hindrance,35,30.0,1920,1080,1.0,1.0,0.2000000029802322,0.2000000029802322,shard_00126.npz,226,0.2000000029802322
karsl_02_train_0151_03_02_0151_18_04_17_19_32_09_c_mp4,02/train/0151/03_02_0151_(18_04_17_19_32_09)_c.mp4,2,train,train,151,إعاقة,hindrance,30,30.0,1920,1080,1.0,1.0,0.3333333432674408,0.3000000119209289,shard_00126.npz,232,0.3333333432674408
karsl_02_train_0151_03_02_0151_18_04_17_19_32_15_c_mp4,02/train/0151/03_02_0151_(18_04_17_19_32_15)_c.mp4,2,train,train,151,إعاقة,hindrance,30,30.0,1920,1080,1.0,1.0,0.4666666686534881,0.3333333432674408,shard_00126.npz,234,0.4666666686534881
karsl_02_train_0151_03_02_0151_18_04_17_19_32_17_c_mp4,02/train/0151/03_02_0151_(18_04_17_19_32_17)_c.mp4,2,train,train,151,إعاقة,hindrance,34,30.0,1920,1080,1.0,1.0,0.4117647111415863,0.2058823555707931,shard_00126.npz,235,0.4117647111415863
karsl_02_train_0208_03_02_0208_25_05_17_18_44_13_c_mp4,02/train/0208/03_02_0208_(25_05_17_18_44_13)_c.mp4,2,train,train,208,ولادة,childbirth,31,30.0,1920,1080,1.0,1.0,0.4193548262119293,0.3225806355476379,shard_00136.npz,150,0.4193548262119293
karsl_02_train_0208_03_02_0208_25_05_17_18_44_23_c_mp4,02/train/0208/03_02_0208_(25_05_17_18_44_23)_c.mp4,2,train,train,208,ولادة,childbirth,30,30.0,1920,1080,1.0,1.0,0.3000000119209289,0.3000000119209289,shard_00136.npz,153,0.3000000119209289
karsl_02_train_0208_03_02_0208_25_05_17_18_44_26_c_mp4,02/train/0208/03_02_0208_(25_05_17_18_44_26)_c.mp4,2,train,train,208,ولادة,childbirth,35,30.0,1920,1080,1.0,1.0,0.342857152223587,0.3142857253551483,shard_00136.npz,154,0.342857152223587
karsl_02_train_0208_03_02_0208_25_05_17_18_44_28_c_mp4,02/train/0208/03_02_0208_(25_05_17_18_44_28)_c.mp4,2,train,train,208,ولادة,childbirth,38,30.0,1920,1080,1.0,1.0,0.289473682641983,0.3947368562221527,shard_00136.npz,155,0.3947368562221527
karsl_02_train_0208_03_02_0208_25_05_17_18_44_31_c_mp4,02/train/0208/03_02_0208_(25_05_17_18_44_31)_c.mp4,2,train,train,208,ولادة,childbirth,36,30.0,1920,1080,1.0,1.0,0.3055555522441864,0.25,shard_00136.npz,156,0.3055555522441864
karsl_02_train_0244_03_02_0244_13_11_17_19_43_42_c_mp4,02/train/0244/03_02_0244_(13_11_17_19_43_42)_c.mp4,2,train,train,244,غائر من,to be jealous of,30,30.0,1920,1080,1.0,1.0,0.4000000059604645,0.4666666686534881,shard_00142.npz,157,0.4666666686534881
karsl_02_train_0274_03_02_0274_16_11_17_04_30_59_c_mp4,02/train/0274/03_02_0274_(16_11_17_04_30_59)_c.mp4,2,train,train,274,بجانب,side,41,30.0,1920,1080,1.0,1.0,0.3170731663703918,0.0243902429938316,shard_00147.npz,188,0.3170731663703918
karsl_02_train_0274_03_02_0274_16_11_17_04_31_08_c_mp4,02/train/0274/03_02_0274_(16_11_17_04_31_08)_c.mp4,2,train,train,274,بجانب,side,34,30.0,1920,1080,1.0,1.0,0.3529411852359772,0.2352941185235977,shard_00147.npz,191,0.3529411852359772
karsl_02_train_0274_03_02_0274_16_11_17_04_31_11_c_mp4,02/train/0274/03_02_0274_(16_11_17_04_31_11)_c.mp4,2,train,train,274,بجانب,side,36,30.0,1920,1080,1.0,1.0,0.4722222089767456,0.3333333432674408,shard_00147.npz,192,0.4722222089767456
karsl_02_train_0274_03_02_0274_16_11_17_04_31_16_c_mp4,02/train/0274/03_02_0274_(16_11_17_04_31_16)_c.mp4,2,train,train,274,بجانب,side,32,30.0,1920,1080,1.0,1.0,0.3125,0.09375,shard_00147.npz,194,0.3125
karsl_02_train_0274_03_02_0274_16_11_17_04_31_21_c_mp4,02/train/0274/03_02_0274_(16_11_17_04_31_21)_c.mp4,2,train,train,274,بجانب,side,33,30.0,1920,1080,1.0,1.0,0.3939394056797027,0.2121212184429168,shard_00147.npz,195,0.3939394056797027
karsl_02_train_0274_03_02_0274_16_11_17_04_31_29_c_mp4,02/train/0274/03_02_0274_(16_11_17_04_31_29)_c.mp4,2,train,train,274,بجانب,side,35,30.0,1920,1080,1.0,1.0,0.4000000059604645,0.2285714298486709,shard_00147.npz,198,0.4000000059604645
karsl_02_train_0274_03_02_0274_16_11_17_04_31_34_c_mp4,02/train/0274/03_02_0274_(16_11_17_04_31_34)_c.mp4,2,train,train,274,بجانب,side,34,30.0,1920,1080,1.0,1.0,0.4117647111415863,0.0588235296308994,shard_00147.npz,199,0.4117647111415863
karsl_02_train_0274_03_02_0274_16_11_17_04_31_36_c_mp4,02/train/0274/03_02_0274_(16_11_17_04_31_36)_c.mp4,2,train,train,274,بجانب,side,36,30.0,1920,1080,1.0,1.0,0.2777777910232544,0.0555555559694767,shard_00147.npz,200,0.2777777910232544
karsl_02_train_0274_03_02_0274_16_11_17_04_31_39_c_mp4,02/train/0274/03_02_0274_(16_11_17_04_31_39)_c.mp4,2,train,train,274,بجانب,side,37,30.0,1920,1080,1.0,1.0,0.3513513505458832,0.1891891956329345,shard_00147.npz,201,0.3513513505458832
karsl_02_train_0274_03_02_0274_16_11_17_04_31_42_c_mp4,02/train/0274/03_02_0274_(16_11_17_04_31_42)_c.mp4,2,train,train,274,بجانب,side,34,30.0,1920,1080,1.0,1.0,0.0294117648154497,0.0294117648154497,shard_00147.npz,202,0.0294117648154497
karsl_02_train_0274_03_02_0274_16_11_17_04_31_44_c_mp4,02/train/0274/03_02_0274_(16_11_17_04_31_44)_c.mp4,2,train,train,274,بجانب,side,35,30.0,1920,1080,1.0,1.0,0.2000000029802322,0.0285714287310838,shard_00147.npz,203,0.2000000029802322
